Date,Close,High,Low,Open,Volume
2023-04-19,78796.859375,79294.7578125,78257.828125,79294.7578125,0
2023-04-20,78883.2578125,79037.6484375,78440.3203125,78796.859375,0
2023-04-21,77910.9609375,78883.2578125,77869.8203125,78883.2578125,0
2023-04-24,78121.3671875,78447.8203125,77683.6796875,77910.9609375,0
2023-04-25,77891.1328125,78123.453125,77650.703125,78121.3671875,0
2023-04-26,78122.1171875,78262.03125,77283.8515625,77891.1328125,0
2023-04-28,78218.3671875,78327.09375,77273.6328125,78122.1171875,0
2023-05-02,77532.8984375,78353.9375,77393.2890625,78218.3671875,0
2023-05-03,78218.6015625,78218.6015625,77532.8984375,77532.8984375,0
2023-05-04,77271.1328125,78236.671875,77042.90625,78218.6015625,0
2023-05-05,78132.7734375,78132.7734375,77271.1328125,77271.1328125,0
2023-05-08,78572.328125,78868.7734375,78132.7734375,78132.7734375,0
2023-05-09,77776.8671875,78572.328125,77546.40625,78572.328125,0
2023-05-10,77775.0234375,78511.0625,77534.3125,77776.8671875,0
2023-05-11,76997.15625,77979.6328125,76755.1484375,77775.0234375,0
2023-05-12,78330.203125,78815.15625,76997.15625,76997.15625,0
2023-05-15,78261.6484375,78731.96875,78132.21875,78330.203125,0
2023-05-16,77973.0234375,78684.4921875,77973.0234375,78261.6484375,0
2023-05-17,78390.7421875,78390.7421875,77526.75,77973.0234375,0
2023-05-18,77667.9609375,78675.71875,77067.140625,78390.7421875,0
2023-05-19,78175.8203125,78298.078125,77667.9609375,77667.9609375,0
2023-05-22,77962.7265625,78206.140625,77900.2109375,78175.8203125,0
2023-05-23,76748.2734375,77962.7265625,76741.359375,77962.7265625,0
2023-05-24,75621.8984375,76748.2734375,75509.75,76748.2734375,0
2023-05-25,76174.609375,76531.2734375,75373.8984375,75621.8984375,0
2023-05-26,76589.5390625,76672.4921875,75584.90625,76174.609375,0
2023-05-29,76613.3515625,76843.3984375,76448.078125,76589.5390625,0
2023-05-30,75939.4609375,77179.59375,75938.40625,76613.3515625,0
